model,method,idx,pointing_hit,energy_inside
mobilenetv3,eigencam,18,1.0,0.3935058116912842
mobilenetv3,eigencam,19,0.0,0.36507758498191833
mobilenetv3,eigencam,20,1.0,0.401406466960907
mobilenetv3,eigencam,21,0.0,0.24336132407188416
mobilenetv3,eigencam,22,0.0,0.31593644618988037
mobilenetv3,eigencam,23,1.0,0.33722159266471863
mobilenetv3,eigencam,24,1.0,0.35303235054016113
mobilenetv3,eigencam,25,1.0,0.26536956429481506
mobilenetv3,eigencam,26,1.0,0.34723496437072754
mobilenetv3,eigencam,27,1.0,0.5256812572479248
mobilenetv3,eigencam,28,0.0,0.009265833534300327
mobilenetv3,eigencam,29,0.0,0.013373768888413906
mobilenetv3,eigencam,30,1.0,0.3949049413204193
mobilenetv3,eigencam,31,1.0,0.35690855979919434
mobilenetv3,eigencam,32,1.0,0.37176841497421265
mobilenetv3,eigencam,33,1.0,0.36433088779449463
mobilenetv3,eigencam,34,1.0,0.3958359658718109
mobilenetv3,eigencam,35,1.0,0.4244254231452942
mobilenetv3,eigencam,36,0.0,0.26880019903182983
mobilenetv3,eigencam,37,0.0,0.07063911110162735
mobilenetv3,eigencam,38,1.0,0.39243781566619873
mobilenetv3,eigencam,39,1.0,0.5618038773536682
mobilenetv3,eigencam,40,1.0,0.4721777141094208
mobilenetv3,eigencam,41,0.0,0.017619827762246132
mobilenetv3,eigencam,42,0.0,0.09105539321899414
mobilenetv3,eigencam,43,1.0,0.5766364932060242
mobilenetv3,eigencam,44,0.0,0.15309759974479675
mobilenetv3,eigencam,45,0.0,0.0011218666331842542
mobilenetv3,eigencam,46,0.0,0.05331384390592575
mobilenetv3,eigencam,47,0.0,0.05026021599769592
mobilenetv3,eigencam,48,0.0,0.5033674240112305
mobilenetv3,eigencam,49,0.0,0.07848573476076126
mobilenetv3,eigencam,50,0.0,0.5249075293540955
mobilenetv3,eigencam,51,1.0,0.5171048045158386
mobilenetv3,eigencam,52,0.0,0.12084058672189713
mobilenetv3,eigencam,53,0.0,0.5229157209396362
mobilenetv3,eigencam,54,0.0,0.019656317308545113
mobilenetv3,eigencam,55,0.0,0.1405443698167801
mobilenetv3,eigencam,56,1.0,0.5479553937911987
mobilenetv3,eigencam,57,0.0,0.4513624310493469
mobilenetv3,eigencam,58,0.0,0.07066566497087479
mobilenetv3,eigencam,59,1.0,0.556251049041748
mobilenetv3,eigencam,60,1.0,0.5457727909088135
mobilenetv3,eigencam,61,1.0,0.6980896592140198
mobilenetv3,eigencam,62,1.0,0.6792685985565186
mobilenetv3,eigencam,63,1.0,0.6203587651252747
mobilenetv3,eigencam,64,1.0,0.6101531386375427
mobilenetv3,eigencam,65,1.0,0.5645732283592224
mobilenetv3,eigencam,66,0.0,0.010199091397225857
mobilenetv3,eigencam,67,1.0,0.6217596530914307
mobilenetv3,eigencam,68,1.0,0.7054974436759949
mobilenetv3,eigencam,69,1.0,0.6152255535125732
mobilenetv3,eigencam,70,1.0,0.6032248139381409
mobilenetv3,eigencam,71,1.0,0.5312177538871765
mobilenetv3,eigencam,72,1.0,0.549248218536377
mobilenetv3,eigencam,73,0.0,0.546686589717865
mobilenetv3,eigencam,74,0.0,0.0036675995215773582
mobilenetv3,eigencam,75,1.0,0.5334411859512329
mobilenetv3,eigencam,76,1.0,0.45638564229011536
mobilenetv3,eigencam,77,1.0,0.5552285313606262
mobilenetv3,eigencam,78,0.0,0.013776893727481365
mobilenetv3,eigencam,79,1.0,0.562123715877533
mobilenetv3,eigencam,80,0.0,0.0019629329908639193
mobilenetv3,eigencam,81,1.0,0.3444634974002838
mobilenetv3,eigencam,82,1.0,0.4115220010280609
mobilenetv3,eigencam,83,1.0,0.42777833342552185
mobilenetv3,eigencam,84,1.0,0.479227215051651
mobilenetv3,eigencam,85,1.0,0.5812978148460388
mobilenetv3,eigencam,86,1.0,0.6049418449401855
mobilenetv3,eigencam,87,1.0,0.7219759225845337
mobilenetv3,eigencam,88,1.0,0.6280445456504822
mobilenetv3,eigencam,89,0.0,0.724099338054657
mobilenetv3,eigencam,90,1.0,0.784584641456604
mobilenetv3,eigencam,91,1.0,0.8512297868728638
mobilenetv3,eigencam,92,1.0,0.8821312189102173
mobilenetv3,eigencam,93,0.0,0.015010222792625427
mobilenetv3,eigencam,94,1.0,0.7603763341903687
mobilenetv3,eigencam,95,1.0,0.7203387022018433
mobilenetv3,eigencam,96,0.0,0.324908971786499
mobilenetv3,eigencam,97,0.0,0.3236415982246399
mobilenetv3,eigencam,98,0.0,0.2295791059732437
mobilenetv3,eigencam,99,1.0,0.4232761859893799
mobilenetv3,eigencam,100,1.0,0.39493894577026367
mobilenetv3,eigencam,101,1.0,0.4793315529823303
mobilenetv3,eigencam,102,0.0,0.40370360016822815
mobilenetv3,eigencam,103,0.0,0.030116325244307518
mobilenetv3,eigencam,104,0.0,0.0061329687014222145
mobilenetv3,eigencam,105,0.0,0.29807353019714355
mobilenetv3,eigencam,106,0.0,0.007513710297644138
mobilenetv3,eigencam,107,0.0,0.004960807505995035
mobilenetv3,eigencam,108,1.0,0.8212978839874268
mobilenetv3,eigencam,109,1.0,0.8360361456871033
mobilenetv3,eigencam,110,0.0,0.03392873331904411
mobilenetv3,eigencam,111,1.0,0.927547037601471
mobilenetv3,eigencam,112,1.0,0.90569669008255
mobilenetv3,eigencam,113,0.0,0.021003779023885727
mobilenetv3,eigencam,114,1.0,0.9220978617668152
mobilenetv3,eigencam,115,1.0,0.9034464359283447
mobilenetv3,eigencam,116,1.0,0.9196199178695679
mobilenetv3,eigencam,117,1.0,0.9004889726638794
mobilenetv3,eigencam,118,1.0,0.9320862889289856
mobilenetv3,eigencam,119,1.0,0.9442610740661621
mobilenetv3,eigencam,120,0.0,0.4537155330181122
mobilenetv3,eigencam,121,1.0,0.4081674814224243
mobilenetv3,eigencam,122,1.0,0.4015369415283203
mobilenetv3,eigencam,123,1.0,0.8558017611503601
mobilenetv3,eigencam,124,1.0,0.8704060316085815
mobilenetv3,eigencam,125,1.0,0.8531681895256042
mobilenetv3,eigencam,126,1.0,0.860325276851654
mobilenetv3,eigencam,127,1.0,0.8833292126655579
mobilenetv3,eigencam,128,1.0,0.8680629134178162
mobilenetv3,eigencam,129,0.0,0.02407066710293293
mobilenetv3,eigencam,130,1.0,0.6433529257774353
mobilenetv3,eigencam,131,1.0,0.5511845946311951
mobilenetv3,eigencam,132,0.0,0.00577156525105238
mobilenetv3,eigencam,133,0.0,0.013384567573666573
mobilenetv3,eigencam,134,1.0,0.8312729001045227
mobilenetv3,eigencam,135,1.0,0.3906427323818207
mobilenetv3,eigencam,136,0.0,0.08354095369577408
mobilenetv3,eigencam,137,0.0,0.0033658379688858986
mobilenetv3,eigencam,138,0.0,0.5263112783432007
mobilenetv3,eigencam,139,0.0,0.519488513469696
mobilenetv3,eigencam,140,0.0,0.520601749420166
mobilenetv3,eigencam,141,0.0,0.48659548163414
mobilenetv3,eigencam,142,1.0,0.48671475052833557
mobilenetv3,eigencam,143,0.0,0.4899452030658722
mobilenetv3,eigencam,144,1.0,0.48487573862075806
mobilenetv3,eigencam,145,1.0,0.5569654703140259
mobilenetv3,eigencam,146,1.0,0.5600934624671936
mobilenetv3,eigencam,147,1.0,0.4158579409122467
mobilenetv3,eigencam,148,1.0,0.4247010052204132
mobilenetv3,eigencam,149,0.0,0.42395710945129395
mobilenetv3,scorecam,0,1.0,0.30373862385749817
mobilenetv3,scorecam,1,0.0,0.21085470914840698
mobilenetv3,scorecam,2,0.0,0.2571101188659668
mobilenetv3,scorecam,3,1.0,0.3999823033809662
mobilenetv3,scorecam,4,1.0,0.40650054812431335
mobilenetv3,scorecam,5,1.0,0.2756930887699127
mobilenetv3,scorecam,6,1.0,0.3963718116283417
mobilenetv3,scorecam,7,1.0,0.36532294750213623
mobilenetv3,scorecam,8,0.0,0.32897332310676575
mobilenetv3,scorecam,9,1.0,0.39298176765441895
mobilenetv3,scorecam,10,1.0,0.3751643896102905
mobilenetv3,scorecam,11,0.0,0.3707561790943146
mobilenetv3,scorecam,12,1.0,0.25857657194137573
mobilenetv3,scorecam,13,1.0,0.2840937077999115
mobilenetv3,scorecam,14,1.0,0.3561180531978607
mobilenetv3,scorecam,15,1.0,0.3830188512802124
mobilenetv3,scorecam,16,1.0,0.29894405603408813
mobilenetv3,scorecam,17,1.0,0.30530694127082825
mobilenetv3,scorecam,18,1.0,0.2848346531391144
mobilenetv3,scorecam,19,0.0,0.28362753987312317
mobilenetv3,scorecam,20,1.0,0.2720414698123932
mobilenetv3,scorecam,21,0.0,0.13354800641536713
mobilenetv3,scorecam,22,0.0,0.15426933765411377
mobilenetv3,scorecam,23,0.0,0.17414391040802002
mobilenetv3,scorecam,24,0.0,0.1317444145679474
mobilenetv3,scorecam,25,0.0,0.18274930119514465
mobilenetv3,scorecam,26,0.0,0.11456848680973053
mobilenetv3,scorecam,27,1.0,0.37504538893699646
mobilenetv3,scorecam,28,0.0,0.2764991223812103
mobilenetv3,scorecam,29,1.0,0.42504605650901794
mobilenetv3,scorecam,30,1.0,0.31009116768836975
mobilenetv3,scorecam,31,1.0,0.230439230799675
mobilenetv3,scorecam,32,1.0,0.29028844833374023
mobilenetv3,scorecam,33,1.0,0.2534657418727875
mobilenetv3,scorecam,34,0.0,0.26413047313690186
mobilenetv3,scorecam,35,1.0,0.2528095543384552
mobilenetv3,scorecam,36,0.0,0.4650782644748688
mobilenetv3,scorecam,37,1.0,0.5035610795021057
mobilenetv3,scorecam,38,0.0,0.24820302426815033
mobilenetv3,scorecam,39,0.0,0.279718816280365
mobilenetv3,scorecam,40,1.0,0.32221096754074097
mobilenetv3,scorecam,41,0.0,0.37191465497016907
mobilenetv3,scorecam,42,0.0,0.37682217359542847
mobilenetv3,scorecam,43,1.0,0.46709251403808594
mobilenetv3,scorecam,44,0.0,0.517653226852417
mobilenetv3,scorecam,45,0.0,0.43068885803222656
mobilenetv3,scorecam,46,0.0,0.42119720578193665
mobilenetv3,scorecam,47,0.0,0.44493481516838074
mobilenetv3,scorecam,48,0.0,0.4022143483161926
mobilenetv3,scorecam,49,1.0,0.43960654735565186
vit_tiny,gradcam++,0,0.0,0.030539244413375854
vit_tiny,gradcam++,1,1.0,0.627270519733429
vit_tiny,gradcam++,2,1.0,0.7717806100845337
vit_tiny,gradcam++,3,0.0,0.20845282077789307
vit_tiny,gradcam++,4,0.0,0.5337418913841248
vit_tiny,gradcam++,5,0.0,0.05998377501964569
vit_tiny,gradcam++,6,0.0,0.11631200462579727
vit_tiny,gradcam++,7,0.0,0.5453128218650818
vit_tiny,gradcam++,8,0.0,0.22422407567501068
vit_tiny,gradcam++,9,0.0,0.06174442917108536
vit_tiny,gradcam++,10,0.0,0.2828575074672699
vit_tiny,gradcam++,11,0.0,0.0675022155046463
vit_tiny,gradcam++,12,1.0,0.1958504468202591
vit_tiny,gradcam++,13,1.0,0.5315896272659302
vit_tiny,gradcam++,14,0.0,0.3644150197505951
vit_tiny,gradcam++,15,1.0,0.5247817039489746
vit_tiny,gradcam++,16,0.0,0.4021700322628021
vit_tiny,gradcam++,17,0.0,0.08765789866447449
vit_tiny,gradcam++,18,1.0,0.5218487977981567
vit_tiny,gradcam++,19,1.0,0.22943584620952606
vit_tiny,gradcam++,20,0.0,0.044824760407209396
vit_tiny,gradcam++,21,1.0,0.42139726877212524
vit_tiny,gradcam++,22,0.0,0.006617678329348564
vit_tiny,gradcam++,23,0.0,0.0716591402888298
vit_tiny,gradcam++,24,0.0,0.1267581433057785
vit_tiny,gradcam++,25,1.0,0.6362148523330688
vit_tiny,gradcam++,26,0.0,0.20927029848098755
vit_tiny,gradcam++,27,0.0,0.048291243612766266
vit_tiny,gradcam++,28,0.0,0.08254266530275345
vit_tiny,gradcam++,29,0.0,0.290688693523407
vit_tiny,gradcam++,30,0.0,0.0
vit_tiny,gradcam++,31,0.0,0.027235332876443863
vit_tiny,gradcam++,32,0.0,0.22321996092796326
vit_tiny,gradcam++,33,0.0,0.10838198661804199
vit_tiny,gradcam++,34,0.0,0.06029896065592766
vit_tiny,gradcam++,35,0.0,0.12973709404468536
vit_tiny,gradcam++,36,1.0,0.8107470273971558
vit_tiny,gradcam++,37,1.0,0.7899791598320007
vit_tiny,gradcam++,38,1.0,0.5959217548370361
vit_tiny,gradcam++,39,0.0,0.0915696993470192
vit_tiny,gradcam++,40,0.0,0.14348383247852325
vit_tiny,gradcam++,41,1.0,0.2833211123943329
vit_tiny,gradcam++,42,1.0,0.5346181392669678
vit_tiny,gradcam++,43,1.0,0.7026497721672058
vit_tiny,gradcam++,44,1.0,0.824679434299469
vit_tiny,gradcam++,45,0.0,0.5493197441101074
vit_tiny,gradcam++,46,0.0,0.21477480232715607
vit_tiny,gradcam++,47,0.0,0.23255084455013275
vit_tiny,gradcam++,48,0.0,0.25255924463272095
vit_tiny,gradcam++,49,1.0,0.6948131918907166
vit_tiny,gradcam++,50,0.0,0.11469491571187973
vit_tiny,gradcam++,51,0.0,0.23203645646572113
vit_tiny,gradcam++,52,1.0,0.6291348934173584
vit_tiny,gradcam++,53,1.0,0.535886287689209
vit_tiny,gradcam++,54,1.0,0.33127832412719727
vit_tiny,gradcam++,55,1.0,0.38597896695137024
vit_tiny,gradcam++,56,0.0,0.41293835639953613
vit_tiny,gradcam++,57,1.0,0.5589083433151245
vit_tiny,gradcam++,58,1.0,0.5319047570228577
vit_tiny,gradcam++,59,0.0,0.2210138589143753
vit_tiny,gradcam++,60,0.0,0.2835506200790405
vit_tiny,gradcam++,61,1.0,0.6970531940460205
vit_tiny,gradcam++,62,1.0,0.4149739742279053
vit_tiny,gradcam++,63,1.0,0.706983745098114
vit_tiny,gradcam++,64,1.0,0.26574939489364624
vit_tiny,gradcam++,65,0.0,0.07188870012760162
vit_tiny,gradcam++,66,0.0,0.09364116936922073
vit_tiny,gradcam++,67,1.0,0.8087911605834961
vit_tiny,gradcam++,68,1.0,0.6736227869987488
vit_tiny,gradcam++,69,0.0,0.5425384044647217
vit_tiny,gradcam++,70,0.0,0.04072030261158943
vit_tiny,gradcam++,71,0.0,0.06404431164264679
vit_tiny,gradcam++,72,1.0,0.36640793085098267
vit_tiny,gradcam++,73,1.0,0.3617282509803772
vit_tiny,gradcam++,74,0.0,0.03435041755437851
vit_tiny,gradcam++,75,0.0,0.09282509982585907
vit_tiny,gradcam++,76,1.0,0.5965961813926697
vit_tiny,gradcam++,77,1.0,0.6181739568710327
vit_tiny,gradcam++,78,0.0,0.05734531581401825
vit_tiny,gradcam++,79,0.0,0.09751104563474655
vit_tiny,gradcam++,80,1.0,0.6787431836128235
vit_tiny,gradcam++,81,0.0,0.2776809334754944
vit_tiny,gradcam++,82,0.0,0.02011135034263134
vit_tiny,gradcam++,83,0.0,0.07849926501512527
vit_tiny,gradcam++,84,0.0,0.049233075231313705
vit_tiny,gradcam++,85,0.0,0.1895139068365097
vit_tiny,gradcam++,86,0.0,0.06008707731962204
vit_tiny,gradcam++,87,0.0,0.46296215057373047
vit_tiny,gradcam++,88,1.0,0.2089809626340866
vit_tiny,gradcam++,89,1.0,0.3647341728210449
vit_tiny,gradcam++,90,0.0,0.13143552839756012
vit_tiny,gradcam++,91,1.0,0.5608185529708862
vit_tiny,gradcam++,92,1.0,0.796191394329071
vit_tiny,gradcam++,93,1.0,0.5947198867797852
vit_tiny,gradcam++,94,0.0,0.3730968236923218
vit_tiny,gradcam++,95,0.0,0.1339283138513565
vit_tiny,gradcam++,96,0.0,0.043234437704086304
vit_tiny,gradcam++,97,0.0,0.051715411245822906
vit_tiny,gradcam++,98,0.0,0.1202409639954567
vit_tiny,gradcam++,99,1.0,0.42789727449417114
vit_tiny,gradcam++,100,0.0,0.42411109805107117
vit_tiny,gradcam++,101,1.0,0.26773473620414734
vit_tiny,gradcam++,102,0.0,0.03137145936489105
vit_tiny,gradcam++,103,0.0,0.14589837193489075
vit_tiny,gradcam++,104,0.0,0.01171810831874609
vit_tiny,gradcam++,105,0.0,0.016338946297764778
vit_tiny,gradcam++,106,1.0,0.2797286808490753
vit_tiny,gradcam++,107,0.0,0.09010995924472809
vit_tiny,gradcam++,108,1.0,0.6834117770195007
vit_tiny,gradcam++,109,1.0,0.749685525894165
vit_tiny,gradcam++,110,0.0,0.3073503375053406
vit_tiny,gradcam++,111,1.0,0.8210045099258423
vit_tiny,gradcam++,112,1.0,0.7632883787155151
vit_tiny,gradcam++,113,1.0,0.5413444638252258
vit_tiny,gradcam++,114,0.0,0.17030829191207886
vit_tiny,gradcam++,115,1.0,0.4937420189380646
vit_tiny,gradcam++,116,0.0,0.23281650245189667
vit_tiny,gradcam++,117,0.0,0.2804587781429291
vit_tiny,gradcam++,118,1.0,0.7085837125778198
vit_tiny,gradcam++,119,0.0,0.6760579943656921
vit_tiny,gradcam++,120,1.0,0.5875709056854248
vit_tiny,gradcam++,121,0.0,0.054574914276599884
vit_tiny,gradcam++,122,0.0,0.08052919805049896
vit_tiny,gradcam++,123,1.0,0.295564740896225
vit_tiny,gradcam++,124,1.0,0.4109848439693451
vit_tiny,gradcam++,125,0.0,0.615336000919342
vit_tiny,gradcam++,126,0.0,0.2441067099571228
vit_tiny,gradcam++,127,0.0,0.6443277597427368
vit_tiny,gradcam++,128,0.0,0.3168090581893921
vit_tiny,gradcam++,129,0.0,0.09609705954790115
vit_tiny,gradcam++,130,0.0,0.4396302103996277
vit_tiny,gradcam++,131,0.0,0.030103346332907677
vit_tiny,gradcam++,132,0.0,0.12634949386119843
vit_tiny,gradcam++,133,0.0,0.041942328214645386
vit_tiny,gradcam++,134,1.0,0.2014317512512207
vit_tiny,gradcam++,135,0.0,0.0680498406291008
vit_tiny,gradcam++,136,0.0,0.054380711168050766
vit_tiny,gradcam++,137,0.0,0.0221579410135746
vit_tiny,gradcam++,138,0.0,0.058987945318222046
vit_tiny,gradcam++,139,0.0,0.11851626634597778
vit_tiny,gradcam++,140,0.0,0.06689541041851044
vit_tiny,gradcam++,141,0.0,0.3812845051288605
vit_tiny,gradcam++,142,0.0,0.09560169279575348
vit_tiny,gradcam++,143,0.0,0.07325703650712967
vit_tiny,gradcam++,144,0.0,0.33499979972839355
vit_tiny,gradcam++,145,0.0,0.2816289961338043
vit_tiny,gradcam++,146,0.0,0.1718355417251587
vit_tiny,gradcam++,147,0.0,0.1695554405450821
vit_tiny,gradcam++,148,0.0,0.07125822454690933
vit_tiny,gradcam++,149,0.0,0.13404668867588043
vit_tiny,eigencam,0,0.0,0.0023202293086797
vit_tiny,eigencam,1,0.0,0.0022206949070096016
vit_tiny,eigencam,2,0.0,0.0025143518578261137
vit_tiny,eigencam,3,0.0,0.016401508823037148
vit_tiny,eigencam,4,0.0,0.02182760275900364
vit_tiny,eigencam,5,0.0,0.025937357917428017
vit_tiny,eigencam,6,0.0,0.03703609108924866
vit_tiny,eigencam,7,0.0,0.013818271458148956
vit_tiny,eigencam,8,0.0,0.011569328606128693
vit_tiny,eigencam,9,0.0,0.594117283821106
vit_tiny,eigencam,10,1.0,0.5688139200210571
vit_tiny,eigencam,11,1.0,0.6053047776222229
vit_tiny,eigencam,12,0.0,0.005067991092801094
vit_tiny,eigencam,13,0.0,0.010133719071745872
vit_tiny,eigencam,14,1.0,0.64540034532547
vit_tiny,eigencam,15,0.0,0.007366769481450319
vit_tiny,eigencam,16,1.0,0.5798599123954773
vit_tiny,eigencam,17,0.0,0.003680131398141384
vit_tiny,eigencam,18,0.0,0.022056108340620995
vit_tiny,eigencam,19,1.0,0.5363410115242004
vit_tiny,eigencam,20,0.0,0.00711814034730196
vit_tiny,eigencam,21,1.0,0.33037418127059937
vit_tiny,eigencam,22,0.0,0.01764638163149357
vit_tiny,eigencam,23,0.0,0.03134341537952423
vit_tiny,eigencam,24,0.0,0.021549247205257416
vit_tiny,eigencam,25,0.0,0.016928203403949738
vit_tiny,eigencam,26,0.0,0.02087441086769104
vit_tiny,eigencam,27,0.0,0.005870850291103125
vit_tiny,eigencam,28,1.0,0.4794304072856903
vit_tiny,eigencam,29,0.0,0.007567616645246744
vit_tiny,eigencam,30,1.0,0.5684809684753418
vit_tiny,eigencam,31,0.0,0.0013792512472718954
vit_tiny,eigencam,32,1.0,0.5382523536682129
vit_tiny,eigencam,33,0.0,0.004638786893337965
vit_tiny,eigencam,34,0.0,0.009037849493324757
vit_tiny,eigencam,35,0.0,0.009413952007889748
vit_tiny,eigencam,36,0.0,0.05469251796603203
vit_tiny,eigencam,37,0.0,0.030456511303782463
vit_tiny,eigencam,38,0.0,0.04701513797044754
vit_tiny,eigencam,39,0.0,0.022418072447180748
vit_tiny,eigencam,40,0.0,0.02587074227631092
vit_tiny,eigencam,41,0.0,0.029792362824082375
vit_tiny,eigencam,42,0.0,0.017971929162740707
vit_tiny,eigencam,43,0.0,0.026691859588027
vit_tiny,eigencam,44,0.0,0.05185882747173309
vit_tiny,eigencam,45,0.0,0.004744485020637512
vit_tiny,eigencam,46,0.0,0.019206374883651733
vit_tiny,eigencam,47,0.0,0.012287463992834091
vit_tiny,eigencam,48,0.0,0.01365335751324892
vit_tiny,eigencam,49,0.0,0.01229378767311573
vit_tiny,eigencam,50,0.0,0.007295758929103613
vit_tiny,eigencam,51,0.0,0.024644821882247925
vit_tiny,eigencam,52,0.0,0.026428719982504845
vit_tiny,eigencam,53,0.0,0.02964784763753414
vit_tiny,eigencam,54,0.0,0.010569265112280846
vit_tiny,eigencam,55,0.0,0.02927597239613533
vit_tiny,eigencam,56,0.0,0.01568460837006569
vit_tiny,eigencam,57,0.0,0.03463120013475418
vit_tiny,eigencam,58,0.0,0.02038784883916378
vit_tiny,eigencam,59,0.0,0.021715793758630753
vit_tiny,eigencam,60,0.0,0.016363292932510376
vit_tiny,eigencam,61,0.0,0.008920536376535892
vit_tiny,eigencam,62,0.0,0.00954506266862154
vit_tiny,eigencam,63,0.0,0.015485824085772038
vit_tiny,eigencam,64,0.0,0.01635068841278553
vit_tiny,eigencam,65,0.0,0.008621694520115852
vit_tiny,eigencam,66,0.0,0.014447394758462906
vit_tiny,eigencam,67,1.0,0.8050506711006165
vit_tiny,eigencam,68,0.0,0.01971561834216118
vit_tiny,eigencam,69,0.0,0.026642922312021255
vit_tiny,eigencam,70,0.0,0.025886014103889465
vit_tiny,eigencam,71,0.0,0.009055759757757187
vit_tiny,eigencam,72,0.0,0.012329360470175743
vit_tiny,eigencam,73,0.0,0.01963229291141033
vit_tiny,eigencam,74,0.0,0.008535278029739857
vit_tiny,eigencam,75,0.0,0.017782706767320633
vit_tiny,eigencam,76,1.0,0.6498645544052124
vit_tiny,eigencam,77,0.0,0.014589115045964718
vit_tiny,eigencam,78,0.0,0.009297940880060196
vit_tiny,eigencam,79,0.0,0.014752895571291447
vit_tiny,eigencam,80,0.0,0.004423618782311678
vit_tiny,eigencam,81,0.0,0.0016889135586097836
vit_tiny,eigencam,82,0.0,0.0033016307279467583
vit_tiny,eigencam,83,0.0,0.0031501485500484705
vit_tiny,eigencam,84,0.0,0.004254498519003391
vit_tiny,eigencam,85,0.0,0.005179072264581919
vit_tiny,eigencam,86,0.0,0.006899706088006496
vit_tiny,eigencam,87,0.0,0.012455800548195839
vit_tiny,eigencam,88,0.0,0.004524920601397753
vit_tiny,eigencam,89,0.0,0.013237142004072666
vit_tiny,eigencam,90,0.0,0.008830086328089237
vit_tiny,eigencam,91,0.0,0.012942366302013397
vit_tiny,eigencam,92,0.0,0.017505288124084473
vit_tiny,eigencam,93,1.0,0.4594954550266266
vit_tiny,eigencam,94,0.0,0.00499615166336298
vit_tiny,eigencam,95,0.0,0.003779397811740637
vit_tiny,eigencam,96,0.0,0.0012024003081023693
vit_tiny,eigencam,97,0.0,0.0015624809311702847
vit_tiny,eigencam,98,0.0,0.0020205231849104166
vit_tiny,eigencam,99,0.0,0.0015659858472645283
vit_tiny,eigencam,100,0.0,0.009329485706984997
vit_tiny,eigencam,101,1.0,0.5130969882011414
vit_tiny,eigencam,102,0.0,0.006719029042869806
vit_tiny,eigencam,103,1.0,0.4440099596977234
vit_tiny,eigencam,104,0.0,0.009309238754212856
vit_tiny,eigencam,105,1.0,0.3782658576965332
vit_tiny,eigencam,106,0.0,0.005116305314004421
vit_tiny,eigencam,107,0.0,0.007063773926347494
vit_tiny,eigencam,108,0.0,0.007144174538552761
vit_tiny,eigencam,109,0.0,0.011551707051694393
vit_tiny,eigencam,110,0.0,0.03561423346400261
vit_tiny,eigencam,111,0.0,0.012536248192191124
vit_tiny,eigencam,112,0.0,0.025645794346928596
vit_tiny,eigencam,113,0.0,0.028358129784464836
vit_tiny,eigencam,114,0.0,0.04276639223098755
vit_tiny,eigencam,115,0.0,0.029356395825743675
vit_tiny,eigencam,116,0.0,0.042774807661771774
vit_tiny,eigencam,117,0.0,0.04762239009141922
vit_tiny,eigencam,118,0.0,0.04685025289654732
vit_tiny,eigencam,119,0.0,0.016633164137601852
vit_tiny,eigencam,120,0.0,0.00579226016998291
vit_tiny,eigencam,121,0.0,0.0014099535765126348
vit_tiny,eigencam,122,0.0,0.011266318149864674
vit_tiny,eigencam,123,0.0,0.017594026401638985
vit_tiny,eigencam,124,0.0,0.04474708065390587
vit_tiny,eigencam,125,0.0,0.04091900587081909
vit_tiny,eigencam,126,0.0,0.025554843246936798
vit_tiny,eigencam,127,0.0,0.012943781912326813
vit_tiny,eigencam,128,0.0,0.02036510594189167
vit_tiny,eigencam,129,0.0,0.02183000184595585
vit_tiny,eigencam,130,0.0,0.014647460542619228
vit_tiny,eigencam,131,0.0,0.005831172224134207
vit_tiny,eigencam,132,0.0,0.007233876734972
vit_tiny,eigencam,133,0.0,0.015074243769049644
vit_tiny,eigencam,134,0.0,0.018111225217580795
vit_tiny,eigencam,135,0.0,0.0024830407928675413
vit_tiny,eigencam,136,0.0,0.004935008008033037
vit_tiny,eigencam,137,0.0,0.0022912302520126104
vit_tiny,eigencam,138,0.0,0.010524950921535492
vit_tiny,eigencam,139,0.0,0.007930737920105457
vit_tiny,eigencam,140,0.0,0.01093960925936699
vit_tiny,eigencam,141,1.0,0.5595035552978516
vit_tiny,eigencam,142,0.0,0.008804270066320896
vit_tiny,eigencam,143,1.0,0.45114803314208984
vit_tiny,eigencam,144,0.0,0.0044375229626894
vit_tiny,eigencam,145,0.0,0.007792324293404818
vit_tiny,eigencam,146,0.0,0.008469215594232082
vit_tiny,eigencam,147,0.0,0.009687472134828568
vit_tiny,eigencam,148,0.0,0.006376105826348066
vit_tiny,eigencam,149,0.0,0.010343902744352818
vit_tiny,scorecam,0,0.0,0.5043271780014038
vit_tiny,scorecam,1,1.0,0.6559765338897705
vit_tiny,scorecam,2,1.0,0.5751074552536011
vit_tiny,scorecam,3,0.0,0.3713088929653168
vit_tiny,scorecam,4,0.0,0.07827966660261154
vit_tiny,scorecam,5,0.0,0.2964341938495636
vit_tiny,scorecam,6,0.0,0.38363686203956604
vit_tiny,scorecam,7,1.0,0.5433210730552673
vit_tiny,scorecam,8,0.0,0.018368342891335487
vit_tiny,scorecam,9,0.0,0.5529748797416687
vit_tiny,scorecam,10,0.0,0.2680485248565674
vit_tiny,scorecam,11,0.0,0.2888801693916321
vit_tiny,scorecam,12,1.0,0.7249525189399719
vit_tiny,scorecam,13,1.0,0.7079958915710449
vit_tiny,scorecam,14,1.0,0.50715172290802
vit_tiny,scorecam,15,1.0,0.6200081706047058
vit_tiny,scorecam,16,1.0,0.6734236478805542
vit_tiny,scorecam,17,1.0,0.6268408894538879
vit_tiny,scorecam,18,1.0,0.6382143497467041
vit_tiny,scorecam,19,1.0,0.5606558918952942
vit_tiny,scorecam,20,1.0,0.658098042011261
vit_tiny,scorecam,21,1.0,0.5917888879776001
vit_tiny,scorecam,22,1.0,0.6307392120361328
vit_tiny,scorecam,23,1.0,0.7902087569236755
