model,method,image,deletion_auc,insertion_auc
mobilenetv3,eigencam,7006-154.jpg,0.3690401613712311,0.8996317982673645
mobilenetv3,eigencam,7006-73.jpg,0.5012502074241638,0.8807995915412903
mobilenetv3,eigencam,7006-77.jpg,0.9534841179847717,0.49477770924568176
mobilenetv3,eigencam,7006-96.jpg,0.5653904676437378,0.9536027908325195
mobilenetv3,eigencam,7007-186.jpg,0.2747775912284851,0.9353941082954407
mobilenetv3,eigencam,7008-56.jpg,0.31506597995758057,0.9404390454292297
mobilenetv3,eigencam,7009-114.jpg,0.9643200039863586,0.4076065421104431
mobilenetv3,eigencam,7009-2.jpg,0.6288395524024963,0.26109039783477783
mobilenetv3,eigencam,7009-202.jpg,0.36415553092956543,0.8126362562179565
mobilenetv3,eigencam,7009-47.jpg,0.4870339334011078,0.9706088304519653
mobilenetv3,eigencam,7009-75.jpg,0.47584253549575806,0.920032262802124
mobilenetv3,eigencam,7009-95.jpg,0.5390951633453369,0.8663080930709839
mobilenetv3,eigencam,7010-227.jpg,0.3400808572769165,0.8739937543869019
mobilenetv3,eigencam,7010-62.jpg,0.2802870571613312,0.9598678350448608
mobilenetv3,eigencam,7010-82.jpg,0.29997706413269043,0.965390145778656
mobilenetv3,eigencam,7010-96.jpg,0.5561043620109558,0.8904732465744019
mobilenetv3,eigencam,7010-97.jpg,0.34217941761016846,0.9013800024986267
mobilenetv3,eigencam,7011-134.jpg,0.22843347489833832,0.862059473991394
mobilenetv3,eigencam,7011-142.jpg,0.20730902254581451,0.7117307186126709
mobilenetv3,eigencam,7011-143.jpg,0.38490116596221924,0.8946104049682617
mobilenetv3,eigencam,7011-171.jpg,0.16602776944637299,0.9092477560043335
mobilenetv3,eigencam,7011-18.jpg,0.4677613377571106,0.8617653250694275
mobilenetv3,eigencam,7011-192.jpg,0.6275012493133545,0.9265905618667603
mobilenetv3,eigencam,7011-204.jpg,0.30640217661857605,0.8935480713844299
mobilenetv3,eigencam,7011-25.jpg,0.3799208700656891,0.8787416219711304
mobilenetv3,eigencam,7012-103.jpg,0.843151867389679,0.28707587718963623
mobilenetv3,eigencam,7012-119.jpg,0.42924052476882935,0.9499518275260925
mobilenetv3,eigencam,7012-128.jpg,0.22368678450584412,0.8782719969749451
mobilenetv3,eigencam,7012-13.jpg,0.31671321392059326,0.9140845537185669
mobilenetv3,eigencam,7012-49.jpg,0.43305590748786926,0.8969157934188843
mobilenetv3,eigencam,7012-67.jpg,0.3099304139614105,0.9151638150215149
mobilenetv3,eigencam,7013-150.jpg,0.6071078181266785,0.9659523367881775
mobilenetv3,eigencam,7013-184.jpg,0.3242376446723938,0.9675734639167786
mobilenetv3,eigencam,7013-81.jpg,0.7904970645904541,0.28180572390556335
mobilenetv3,eigencam,7013-99.jpg,0.9358811378479004,0.1977880448102951
mobilenetv3,eigencam,7014-222.jpg,0.3709087669849396,0.9293293356895447
mobilenetv3,eigencam,7016-136.jpg,0.4292074143886566,0.9439550638198853
mobilenetv3,eigencam,7016-204.jpg,0.19000478088855743,0.8446632623672485
mobilenetv3,eigencam,7016-65.jpg,0.5692270994186401,0.9553055763244629
mobilenetv3,eigencam,7017-130.jpg,0.6256932616233826,0.8039734363555908
mobilenetv3,eigencam,7017-190.jpg,0.3987177312374115,0.6773028373718262
mobilenetv3,eigencam,7017-4.jpg,0.6482375264167786,0.8755519986152649
mobilenetv3,eigencam,7017-61.jpg,0.642375111579895,0.9681977033615112
mobilenetv3,eigencam,7017-8.jpg,0.34686681628227234,0.8950051069259644
mobilenetv3,eigencam,7018-177.jpg,0.5755215883255005,0.8860701322555542
mobilenetv3,eigencam,7018-26.jpg,0.93673175573349,0.4879778325557709
mobilenetv3,eigencam,7018-65.jpg,0.42868998646736145,0.7501082420349121
mobilenetv3,eigencam,7019-191.jpg,0.9130474925041199,0.3021474778652191
mobilenetv3,eigencam,7019-2.jpg,0.5659377574920654,0.7322356104850769
mobilenetv3,eigencam,7019-210.jpg,0.9523256421089172,0.3926575481891632
mobilenetv3,eigencam,7019-40.jpg,0.4959195554256439,0.921528160572052
mobilenetv3,eigencam,7019-73.jpg,0.7976509928703308,0.324250727891922
mobilenetv3,eigencam,7020-141.jpg,0.3769417405128479,0.9702062606811523
mobilenetv3,eigencam,7020-143.jpg,0.6640705466270447,0.9027246236801147
mobilenetv3,eigencam,7020-147.jpg,0.6860106587409973,0.8504176735877991
mobilenetv3,eigencam,7020-162.jpg,0.7006841897964478,0.7499635219573975
mobilenetv3,eigencam,7020-170.jpg,0.4585212171077728,0.8651430606842041
mobilenetv3,eigencam,7020-26.jpg,0.8795175552368164,0.6008269190788269
mobilenetv3,eigencam,7021-11.jpg,0.43166878819465637,0.8871952295303345
mobilenetv3,eigencam,7021-133.jpg,0.9428349733352661,0.5354763269424438
mobilenetv3,eigencam,7021-149.jpg,0.9567594528198242,0.4845767021179199
mobilenetv3,eigencam,7021-150.jpg,0.9683922529220581,0.5384892821311951
mobilenetv3,eigencam,7021-151.jpg,0.8444587588310242,0.6520829796791077
mobilenetv3,eigencam,7021-165.jpg,0.8668261766433716,0.642127275466919
mobilenetv3,eigencam,7021-174.jpg,0.4469178020954132,0.649992048740387
mobilenetv3,eigencam,7021-207.jpg,0.5358449220657349,0.9362861514091492
mobilenetv3,eigencam,7021-237.jpg,0.8860817551612854,0.5920302271842957
mobilenetv3,eigencam,7021-249.jpg,0.5023986101150513,0.8733652830123901
mobilenetv3,eigencam,7021-26.jpg,0.9379675388336182,0.5953236818313599
mobilenetv3,eigencam,7021-29.jpg,0.4837972819805145,0.9441719651222229
mobilenetv3,eigencam,7021-81.jpg,0.8640158772468567,0.3235301077365875
mobilenetv3,eigencam,7022-111.jpg,0.645195484161377,0.6587350964546204
mobilenetv3,eigencam,7022-147.jpg,0.5552125573158264,0.8639153242111206
mobilenetv3,eigencam,7022-39.jpg,0.7056673765182495,0.8554015755653381
mobilenetv3,eigencam,7022-41.jpg,0.49678942561149597,0.8929389715194702
mobilenetv3,eigencam,7023-37.jpg,0.6834325194358826,0.6122357249259949
mobilenetv3,eigencam,7024-112.jpg,0.6161205768585205,0.8970617055892944
mobilenetv3,eigencam,7024-12.jpg,0.6868628859519958,0.9716578125953674
mobilenetv3,eigencam,7024-129.jpg,0.8651733994483948,0.9547802209854126
mobilenetv3,eigencam,7024-29.jpg,0.3311347961425781,0.9140490889549255
mobilenetv3,eigencam,7024-64.jpg,0.9276133179664612,0.6018787026405334
mobilenetv3,eigencam,7025-113.jpg,0.9789127707481384,0.2019139528274536
mobilenetv3,eigencam,7025-128.jpg,0.6172688007354736,0.8795812726020813
mobilenetv3,eigencam,7025-81.jpg,0.9003154635429382,0.4189683198928833
mobilenetv3,eigencam,7026-113.jpg,0.761955201625824,0.752974271774292
mobilenetv3,eigencam,7026-170.jpg,0.866612434387207,0.5083854794502258
mobilenetv3,eigencam,7026-221.jpg,0.6053217649459839,0.9174703359603882
mobilenetv3,eigencam,7026-57.jpg,0.5227177143096924,0.8963169455528259
mobilenetv3,eigencam,7026-86.jpg,0.9323384761810303,0.39242440462112427
mobilenetv3,eigencam,7027-147.jpg,0.6546400785446167,0.6835044026374817
mobilenetv3,scorecam,7001-2.jpg,0.6312981247901917,0.9176742434501648
mobilenetv3,scorecam,7001-26.jpg,0.20968057215213776,0.9065659642219543
mobilenetv3,scorecam,7002-33.jpg,0.280739963054657,0.9506728053092957
mobilenetv3,scorecam,7002-48.jpg,0.5044260621070862,0.940016508102417
mobilenetv3,scorecam,7004-143.jpg,0.4161126911640167,0.9690661430358887
mobilenetv3,scorecam,7004-197.jpg,0.523165225982666,0.854451596736908
mobilenetv3,scorecam,7004-92.jpg,0.39464497566223145,0.8167420029640198
mobilenetv3,scorecam,7005-119.jpg,0.4171105623245239,0.9584090709686279
mobilenetv3,scorecam,7005-78.jpg,0.5567806959152222,0.9594643712043762
mobilenetv3,scorecam,7006-134.jpg,0.38353267312049866,0.9692125916481018
mobilenetv3,scorecam,7006-154.jpg,0.5859076976776123,0.919408917427063
mobilenetv3,scorecam,7006-73.jpg,0.5435177683830261,0.91470867395401
mobilenetv3,scorecam,7006-77.jpg,0.5035159587860107,0.9626153707504272
mobilenetv3,scorecam,7006-96.jpg,0.628427267074585,0.95244961977005
mobilenetv3,scorecam,7007-186.jpg,0.3110266923904419,0.932623028755188
mobilenetv3,scorecam,7008-56.jpg,0.4081684947013855,0.956545352935791
mobilenetv3,scorecam,7009-114.jpg,0.45039913058280945,0.9729870557785034
mobilenetv3,scorecam,7009-2.jpg,0.18143068253993988,0.7022872567176819
mobilenetv3,scorecam,7009-202.jpg,0.3956338167190552,0.9241255521774292
mobilenetv3,scorecam,7009-47.jpg,0.528925359249115,0.9710374474525452
mobilenetv3,scorecam,7009-75.jpg,0.5170848965644836,0.9201037287712097
mobilenetv3,scorecam,7009-95.jpg,0.567329466342926,0.8734678030014038
mobilenetv3,scorecam,7010-227.jpg,0.4692361652851105,0.8736907243728638
mobilenetv3,scorecam,7010-62.jpg,0.2883549630641937,0.9537867903709412
mobilenetv3,scorecam,7010-82.jpg,0.3084361255168915,0.967572808265686
mobilenetv3,scorecam,7010-96.jpg,0.5039463639259338,0.9128749370574951
mobilenetv3,scorecam,7010-97.jpg,0.3774908483028412,0.896215558052063
mobilenetv3,scorecam,7011-134.jpg,0.3149773180484772,0.8469085693359375
mobilenetv3,scorecam,7011-142.jpg,0.2423998862504959,0.7603065967559814
mobilenetv3,scorecam,7011-143.jpg,0.464851051568985,0.9065021276473999
mobilenetv3,scorecam,7011-171.jpg,0.15072032809257507,0.900423526763916
mobilenetv3,scorecam,7011-18.jpg,0.5081700086593628,0.8363869190216064
mobilenetv3,scorecam,7011-192.jpg,0.7028076648712158,0.9290210604667664
mobilenetv3,scorecam,7011-204.jpg,0.3159913718700409,0.887686550617218
mobilenetv3,scorecam,7011-25.jpg,0.4315912127494812,0.8698558211326599
mobilenetv3,scorecam,7012-103.jpg,0.22008827328681946,0.8577834963798523
mobilenetv3,scorecam,7012-119.jpg,0.5289621949195862,0.9486746191978455
mobilenetv3,scorecam,7012-128.jpg,0.37309467792510986,0.8203039169311523
mobilenetv3,scorecam,7012-13.jpg,0.4027436077594757,0.9109287858009338
mobilenetv3,scorecam,7012-49.jpg,0.4790898859500885,0.9027386903762817
mobilenetv3,scorecam,7012-67.jpg,0.36412379145622253,0.9257223010063171
mobilenetv3,scorecam,7013-150.jpg,0.6466461420059204,0.9639586210250854
mobilenetv3,scorecam,7013-184.jpg,0.3314679265022278,0.9679096937179565
mobilenetv3,scorecam,7013-81.jpg,0.27332642674446106,0.8484012484550476
mobilenetv3,scorecam,7013-99.jpg,0.20632754266262054,0.929711103439331
mobilenetv3,scorecam,7014-222.jpg,0.31863173842430115,0.9290014505386353
mobilenetv3,scorecam,7016-136.jpg,0.4839867353439331,0.9259411692619324
mobilenetv3,scorecam,7016-204.jpg,0.25717946887016296,0.7976136803627014
mobilenetv3,scorecam,7016-65.jpg,0.7073904871940613,0.9551206827163696
mobilenetv3,scorecam,7017-130.jpg,0.6378653645515442,0.7715200781822205
vit_tiny,gradcam++,7001-2.jpg,0.8198205828666687,0.7727839946746826
vit_tiny,gradcam++,7001-26.jpg,0.2003006637096405,0.6610148549079895
vit_tiny,gradcam++,7002-33.jpg,0.8984038829803467,0.18465521931648254
vit_tiny,gradcam++,7002-48.jpg,0.5420541763305664,0.9382132887840271
vit_tiny,gradcam++,7004-143.jpg,0.8202375769615173,0.5537613034248352
vit_tiny,gradcam++,7004-197.jpg,0.24257175624370575,0.877773106098175
vit_tiny,gradcam++,7004-92.jpg,0.2181541621685028,0.5224526524543762
vit_tiny,gradcam++,7005-119.jpg,0.24304327368736267,0.956099808216095
vit_tiny,gradcam++,7005-78.jpg,0.6947631239891052,0.8286440968513489
vit_tiny,gradcam++,7006-134.jpg,0.9300664663314819,0.29689162969589233
vit_tiny,gradcam++,7006-154.jpg,0.9311050772666931,0.8131473064422607
vit_tiny,gradcam++,7006-73.jpg,0.8064980506896973,0.7550727128982544
vit_tiny,gradcam++,7006-77.jpg,0.3960142433643341,0.9636191129684448
vit_tiny,gradcam++,7006-96.jpg,0.9046047925949097,0.6301873922348022
vit_tiny,gradcam++,7007-186.jpg,0.585157573223114,0.2484077513217926
vit_tiny,gradcam++,7008-56.jpg,0.9454954266548157,0.3119497299194336
vit_tiny,gradcam++,7009-114.jpg,0.6618859171867371,0.8438947796821594
vit_tiny,gradcam++,7009-2.jpg,0.31127625703811646,0.764972448348999
vit_tiny,gradcam++,7009-202.jpg,0.4828750789165497,0.5482838749885559
vit_tiny,gradcam++,7009-47.jpg,0.863559901714325,0.852424681186676
vit_tiny,gradcam++,7009-75.jpg,0.8114007115364075,0.5594422817230225
vit_tiny,gradcam++,7009-95.jpg,0.9228792190551758,0.22207964956760406
vit_tiny,gradcam++,7010-227.jpg,0.22117020189762115,0.9426537156105042
vit_tiny,gradcam++,7010-62.jpg,0.9640637636184692,0.25355806946754456
vit_tiny,gradcam++,7010-82.jpg,0.19602429866790771,0.9366104602813721
vit_tiny,gradcam++,7010-96.jpg,0.32288551330566406,0.9510294795036316
vit_tiny,gradcam++,7010-97.jpg,0.23262332379817963,0.9472265839576721
vit_tiny,gradcam++,7011-134.jpg,0.2698069214820862,0.5336992144584656
vit_tiny,gradcam++,7011-142.jpg,0.8830804228782654,0.20432864129543304
vit_tiny,gradcam++,7011-143.jpg,0.7607756853103638,0.3577271103858948
vit_tiny,gradcam++,7011-171.jpg,0.6811603307723999,0.3340957760810852
vit_tiny,gradcam++,7011-18.jpg,0.8795823454856873,0.361396461725235
vit_tiny,gradcam++,7011-192.jpg,0.6059236526489258,0.9597216248512268
vit_tiny,gradcam++,7011-204.jpg,0.8122829794883728,0.650606095790863
vit_tiny,gradcam++,7011-25.jpg,0.48624056577682495,0.6046243906021118
vit_tiny,gradcam++,7012-103.jpg,0.682963490486145,0.3860064148902893
vit_tiny,gradcam++,7012-119.jpg,0.35447463393211365,0.9573138356208801
vit_tiny,gradcam++,7012-128.jpg,0.18619784712791443,0.618177056312561
vit_tiny,gradcam++,7012-13.jpg,0.4750480055809021,0.5413434505462646
vit_tiny,gradcam++,7012-49.jpg,0.9434236288070679,0.17136484384536743
vit_tiny,gradcam++,7012-67.jpg,0.21941351890563965,0.9259425401687622
vit_tiny,gradcam++,7013-150.jpg,0.8210576176643372,0.7759841084480286
vit_tiny,gradcam++,7013-184.jpg,0.9391228556632996,0.2473192662000656
vit_tiny,gradcam++,7013-81.jpg,0.25025704503059387,0.9467877745628357
vit_tiny,gradcam++,7013-99.jpg,0.5870162844657898,0.5366062521934509
vit_tiny,gradcam++,7014-222.jpg,0.8574256896972656,0.5346657633781433
vit_tiny,gradcam++,7016-136.jpg,0.7018324136734009,0.47495993971824646
vit_tiny,gradcam++,7016-204.jpg,0.5128436088562012,0.24223537743091583
vit_tiny,gradcam++,7016-65.jpg,0.9487497210502625,0.26595938205718994
vit_tiny,gradcam++,7017-130.jpg,0.3021974265575409,0.6616896986961365
vit_tiny,gradcam++,7017-190.jpg,0.7340013980865479,0.1457589864730835
vit_tiny,gradcam++,7017-4.jpg,0.6152427196502686,0.7523170709609985
vit_tiny,gradcam++,7017-61.jpg,0.9695624709129333,0.359239399433136
vit_tiny,gradcam++,7017-8.jpg,0.8031010031700134,0.4881862998008728
vit_tiny,gradcam++,7018-177.jpg,0.8823789954185486,0.3563126027584076
vit_tiny,gradcam++,7018-26.jpg,0.560620903968811,0.9108112454414368
vit_tiny,gradcam++,7018-65.jpg,0.8586194515228271,0.4062671959400177
vit_tiny,gradcam++,7019-191.jpg,0.9613212943077087,0.7304714918136597
vit_tiny,gradcam++,7019-2.jpg,0.9100776314735413,0.6077329516410828
vit_tiny,gradcam++,7019-210.jpg,0.9120036363601685,0.6997170448303223
vit_tiny,gradcam++,7019-40.jpg,0.9742552638053894,0.6744359135627747
vit_tiny,gradcam++,7019-73.jpg,0.8444454073905945,0.518845796585083
vit_tiny,gradcam++,7020-141.jpg,0.32775306701660156,0.9660915732383728
vit_tiny,gradcam++,7020-143.jpg,0.9165409803390503,0.5470482707023621
vit_tiny,gradcam++,7020-147.jpg,0.29728543758392334,0.9159380197525024
vit_tiny,gradcam++,7020-162.jpg,0.9277245998382568,0.8260364532470703
vit_tiny,gradcam++,7020-170.jpg,0.2773444950580597,0.6481605768203735
vit_tiny,gradcam++,7020-26.jpg,0.9607656002044678,0.45206159353256226
vit_tiny,gradcam++,7021-11.jpg,0.4326249063014984,0.9642865657806396
vit_tiny,gradcam++,7021-133.jpg,0.8230217099189758,0.4801551103591919
vit_tiny,gradcam++,7021-149.jpg,0.6478906273841858,0.960519552230835
vit_tiny,gradcam++,7021-150.jpg,0.5871155858039856,0.83843994140625
vit_tiny,gradcam++,7021-151.jpg,0.9637905359268188,0.3723149001598358
vit_tiny,gradcam++,7021-165.jpg,0.6881906986236572,0.879615843296051
vit_tiny,gradcam++,7021-174.jpg,0.6490669846534729,0.44817349314689636
vit_tiny,gradcam++,7021-207.jpg,0.8389408588409424,0.7317662239074707
vit_tiny,gradcam++,7021-237.jpg,0.36309587955474854,0.7103233337402344
vit_tiny,gradcam++,7021-249.jpg,0.48449790477752686,0.7821146249771118
vit_tiny,gradcam++,7021-26.jpg,0.9777442812919617,0.4664130210876465
vit_tiny,gradcam++,7021-29.jpg,0.5598741173744202,0.9139503836631775
vit_tiny,gradcam++,7021-81.jpg,0.7963687181472778,0.2458253651857376
vit_tiny,gradcam++,7022-111.jpg,0.9024878144264221,0.351654052734375
vit_tiny,gradcam++,7022-147.jpg,0.7059265971183777,0.7268202304840088
vit_tiny,gradcam++,7022-39.jpg,0.8696397542953491,0.8597174882888794
vit_tiny,gradcam++,7022-41.jpg,0.8133044242858887,0.8701692223548889
vit_tiny,gradcam++,7023-37.jpg,0.6631059646606445,0.9395748376846313
vit_tiny,gradcam++,7024-112.jpg,0.9637991189956665,0.884170413017273
vit_tiny,gradcam++,7024-12.jpg,0.8847065567970276,0.3400532305240631
vit_tiny,gradcam++,7024-129.jpg,0.9703729748725891,0.3237217962741852
vit_tiny,gradcam++,7024-29.jpg,0.9398633241653442,0.3519134521484375
vit_tiny,gradcam++,7024-64.jpg,0.6779228448867798,0.9131628274917603
vit_tiny,gradcam++,7025-113.jpg,0.6069430708885193,0.8333362340927124
vit_tiny,gradcam++,7025-128.jpg,0.5334082245826721,0.8534866571426392
vit_tiny,gradcam++,7025-81.jpg,0.9511669278144836,0.40166425704956055
vit_tiny,gradcam++,7026-113.jpg,0.7343356609344482,0.7465977668762207
vit_tiny,gradcam++,7026-170.jpg,0.545967161655426,0.5877884030342102
vit_tiny,gradcam++,7026-221.jpg,0.7675949931144714,0.8168339729309082
vit_tiny,gradcam++,7026-57.jpg,0.8735044002532959,0.6419918537139893
vit_tiny,gradcam++,7026-86.jpg,0.3445712924003601,0.8619630336761475
vit_tiny,gradcam++,7027-147.jpg,0.46305984258651733,0.5904951095581055
vit_tiny,eigencam,7001-2.jpg,0.9264066815376282,0.42323264479637146
vit_tiny,eigencam,7001-26.jpg,0.49333053827285767,0.30501788854599
vit_tiny,eigencam,7002-33.jpg,0.8620279431343079,0.2508438527584076
vit_tiny,eigencam,7002-48.jpg,0.9257842302322388,0.3288027346134186
vit_tiny,eigencam,7004-143.jpg,0.9208765029907227,0.2831834554672241
vit_tiny,eigencam,7004-197.jpg,0.8814395070075989,0.3095979690551758
vit_tiny,eigencam,7004-92.jpg,0.5197200179100037,0.27333125472068787
vit_tiny,eigencam,7005-119.jpg,0.9434838891029358,0.292537122964859
vit_tiny,eigencam,7005-78.jpg,0.9684990644454956,0.32282763719558716
vit_tiny,eigencam,7006-134.jpg,0.9565659165382385,0.2881639897823334
vit_tiny,eigencam,7006-154.jpg,0.9203091263771057,0.23574084043502808
vit_tiny,eigencam,7006-73.jpg,0.9292258024215698,0.392999529838562
vit_tiny,eigencam,7006-77.jpg,0.9521568417549133,0.3522435426712036
vit_tiny,eigencam,7006-96.jpg,0.27249741554260254,0.9631001353263855
vit_tiny,eigencam,7007-186.jpg,0.5570772290229797,0.20994266867637634
vit_tiny,eigencam,7008-56.jpg,0.9286393523216248,0.3812072277069092
vit_tiny,eigencam,7009-114.jpg,0.2396426796913147,0.9507771134376526
vit_tiny,eigencam,7009-2.jpg,0.659115731716156,0.3112902045249939
vit_tiny,eigencam,7009-202.jpg,0.8298019766807556,0.23322825133800507
vit_tiny,eigencam,7009-47.jpg,0.935283362865448,0.2916068434715271
vit_tiny,eigencam,7009-75.jpg,0.8871180415153503,0.3464442491531372
vit_tiny,eigencam,7009-95.jpg,0.9352454543113708,0.278219997882843
vit_tiny,eigencam,7010-227.jpg,0.9149656295776367,0.31769537925720215
vit_tiny,eigencam,7010-62.jpg,0.9479264616966248,0.270801305770874
vit_tiny,eigencam,7010-82.jpg,0.9302677512168884,0.22485266625881195
vit_tiny,eigencam,7010-96.jpg,0.9491146206855774,0.33772653341293335
vit_tiny,eigencam,7010-97.jpg,0.9259227514266968,0.25383368134498596
vit_tiny,eigencam,7011-134.jpg,0.5814748406410217,0.2118670642375946
vit_tiny,eigencam,7011-142.jpg,0.8432811498641968,0.22092068195343018
vit_tiny,eigencam,7011-143.jpg,0.9003795385360718,0.2519153356552124
vit_tiny,eigencam,7011-171.jpg,0.7184776067733765,0.24118833243846893
vit_tiny,eigencam,7011-18.jpg,0.89438796043396,0.42976126074790955
vit_tiny,eigencam,7011-192.jpg,0.9285857677459717,0.3582518696784973
vit_tiny,eigencam,7011-204.jpg,0.9356948733329773,0.24386142194271088
vit_tiny,eigencam,7011-25.jpg,0.9012882113456726,0.3462578058242798
vit_tiny,eigencam,7012-103.jpg,0.8406704068183899,0.33157163858413696
vit_tiny,eigencam,7012-119.jpg,0.9463156461715698,0.23510999977588654
vit_tiny,eigencam,7012-128.jpg,0.5677523016929626,0.2584807276725769
vit_tiny,eigencam,7012-13.jpg,0.7290749549865723,0.3346529006958008
vit_tiny,eigencam,7012-49.jpg,0.8940293788909912,0.2404840588569641
vit_tiny,eigencam,7012-67.jpg,0.8867015242576599,0.2593226134777069
vit_tiny,eigencam,7013-150.jpg,0.9220471382141113,0.23141267895698547
vit_tiny,eigencam,7013-184.jpg,0.9560542702674866,0.30737656354904175
vit_tiny,eigencam,7013-81.jpg,0.9260827302932739,0.25982582569122314
vit_tiny,eigencam,7013-99.jpg,0.8614262342453003,0.2692335844039917
vit_tiny,eigencam,7014-222.jpg,0.9250611662864685,0.270290732383728
vit_tiny,eigencam,7016-136.jpg,0.9161534905433655,0.26237204670906067
vit_tiny,eigencam,7016-204.jpg,0.6588162183761597,0.21857121586799622
vit_tiny,eigencam,7016-65.jpg,0.9389926791191101,0.36825254559516907
vit_tiny,eigencam,7017-130.jpg,0.7311645746231079,0.187062606215477
vit_tiny,eigencam,7017-190.jpg,0.5367697477340698,0.20982663333415985
vit_tiny,eigencam,7017-4.jpg,0.8098521828651428,0.44071266055107117
vit_tiny,eigencam,7017-61.jpg,0.9679653644561768,0.4302711486816406
vit_tiny,eigencam,7017-8.jpg,0.8396708369255066,0.498977392911911
vit_tiny,eigencam,7018-177.jpg,0.7358101606369019,0.3187394142150879
vit_tiny,eigencam,7018-26.jpg,0.949302613735199,0.3928942382335663
vit_tiny,eigencam,7018-65.jpg,0.8770239353179932,0.42350926995277405
vit_tiny,eigencam,7019-191.jpg,0.9317448735237122,0.5567883253097534
vit_tiny,eigencam,7019-2.jpg,0.8960467576980591,0.6079126000404358
vit_tiny,eigencam,7019-210.jpg,0.9517939686775208,0.38862138986587524
vit_tiny,eigencam,7019-40.jpg,0.9746893644332886,0.6314682960510254
vit_tiny,eigencam,7019-73.jpg,0.8104075193405151,0.5217821598052979
vit_tiny,eigencam,7020-141.jpg,0.9574342370033264,0.3399139642715454
vit_tiny,eigencam,7020-143.jpg,0.9595384001731873,0.5867847204208374
vit_tiny,eigencam,7020-147.jpg,0.927445650100708,0.3391892910003662
vit_tiny,eigencam,7020-162.jpg,0.9223596453666687,0.4309593737125397
vit_tiny,eigencam,7020-170.jpg,0.6225809454917908,0.17935100197792053
vit_tiny,eigencam,7020-26.jpg,0.9614043831825256,0.47162407636642456
vit_tiny,eigencam,7021-11.jpg,0.939536452293396,0.4414701759815216
vit_tiny,eigencam,7021-133.jpg,0.9356226325035095,0.4103181064128876
vit_tiny,eigencam,7021-149.jpg,0.948464572429657,0.5223088264465332
vit_tiny,eigencam,7021-150.jpg,0.9704427719116211,0.3800593614578247
vit_tiny,eigencam,7021-151.jpg,0.9499609470367432,0.4516034722328186
vit_tiny,eigencam,7021-165.jpg,0.8873836994171143,0.4903620481491089
vit_tiny,eigencam,7021-174.jpg,0.5988668203353882,0.3644132614135742
vit_tiny,eigencam,7021-207.jpg,0.9175874590873718,0.4139910340309143
vit_tiny,eigencam,7021-237.jpg,0.6844979524612427,0.4927675426006317
vit_tiny,eigencam,7021-249.jpg,0.9345017075538635,0.5196007490158081
vit_tiny,eigencam,7021-26.jpg,0.9379888772964478,0.5257177352905273
vit_tiny,eigencam,7021-29.jpg,0.3750806152820587,0.9730469584465027
vit_tiny,eigencam,7021-81.jpg,0.45009663701057434,0.5465772151947021
vit_tiny,eigencam,7022-111.jpg,0.38937312364578247,0.8977129459381104
vit_tiny,eigencam,7022-147.jpg,0.899388313293457,0.3737781047821045
vit_tiny,eigencam,7022-39.jpg,0.9351441860198975,0.5092157125473022
vit_tiny,eigencam,7022-41.jpg,0.9117687344551086,0.4421403408050537
vit_tiny,eigencam,7023-37.jpg,0.9094910025596619,0.5807007551193237
vit_tiny,eigencam,7024-112.jpg,0.9556276202201843,0.44690513610839844
vit_tiny,eigencam,7024-12.jpg,0.8869743943214417,0.3517284691333771
vit_tiny,eigencam,7024-129.jpg,0.965583324432373,0.4174360930919647
vit_tiny,eigencam,7024-29.jpg,0.9186793565750122,0.44001489877700806
vit_tiny,eigencam,7024-64.jpg,0.9344425201416016,0.4055945873260498
vit_tiny,eigencam,7025-113.jpg,0.9293358325958252,0.461399108171463
vit_tiny,eigencam,7025-128.jpg,0.9560336470603943,0.39176931977272034
vit_tiny,eigencam,7025-81.jpg,0.9495195150375366,0.33536413311958313
vit_tiny,eigencam,7026-113.jpg,0.42411166429519653,0.9680943489074707
vit_tiny,eigencam,7026-170.jpg,0.7833170294761658,0.38574299216270447
vit_tiny,eigencam,7026-221.jpg,0.9269083738327026,0.4620759189128876
vit_tiny,eigencam,7026-57.jpg,0.8434204459190369,0.5016242861747742
vit_tiny,eigencam,7026-86.jpg,0.9307606220245361,0.30009809136390686
vit_tiny,eigencam,7027-147.jpg,0.32544711232185364,0.7753536701202393
vit_tiny,scorecam,7001-2.jpg,0.8386307954788208,0.9237614870071411
vit_tiny,scorecam,7001-26.jpg,0.46063658595085144,0.25148433446884155
vit_tiny,scorecam,7002-33.jpg,0.18383356928825378,0.9257797598838806
vit_tiny,scorecam,7002-48.jpg,0.7865290641784668,0.8457908630371094
vit_tiny,scorecam,7004-143.jpg,0.6863192319869995,0.7055043578147888
vit_tiny,scorecam,7004-197.jpg,0.2588709890842438,0.9231700897216797
vit_tiny,scorecam,7004-92.jpg,0.20499710738658905,0.7914382815361023
vit_tiny,scorecam,7005-119.jpg,0.9265188574790955,0.5211411714553833
vit_tiny,scorecam,7005-78.jpg,0.855100691318512,0.8753635287284851
vit_tiny,scorecam,7006-134.jpg,0.9130973815917969,0.7467078566551208
vit_tiny,scorecam,7006-154.jpg,0.9418225884437561,0.6604341864585876
vit_tiny,scorecam,7006-73.jpg,0.827643871307373,0.6303605437278748
vit_tiny,scorecam,7006-77.jpg,0.8828224539756775,0.7933107018470764
vit_tiny,scorecam,7006-96.jpg,0.8996975421905518,0.6414953470230103
