model,method,image,deletion_auc,insertion_auc
mobilenetv3,gradcam++,7022-39.jpg,0.6171174645423889,0.7848385572433472
mobilenetv3,gradcam++,7022-41.jpg,0.47280699014663696,0.8913657069206238
mobilenetv3,gradcam++,7023-37.jpg,0.533534824848175,0.6745629906654358
mobilenetv3,gradcam++,7024-112.jpg,0.687416136264801,0.9139657616615295
mobilenetv3,gradcam++,7024-12.jpg,0.6714162230491638,0.9685673117637634
mobilenetv3,gradcam++,7024-129.jpg,0.5562664270401001,0.9546029567718506
mobilenetv3,gradcam++,7024-29.jpg,0.38283470273017883,0.9107574820518494
mobilenetv3,gradcam++,7024-64.jpg,0.6373968720436096,0.9627587795257568
mobilenetv3,gradcam++,7025-113.jpg,0.21733999252319336,0.9788363575935364
mobilenetv3,gradcam++,7025-128.jpg,0.600330650806427,0.8736613392829895
mobilenetv3,gradcam++,7025-81.jpg,0.40001460909843445,0.9360060095787048
mobilenetv3,gradcam++,7026-113.jpg,0.7875671982765198,0.7710861563682556
mobilenetv3,gradcam++,7026-170.jpg,0.5459742546081543,0.8561714887619019
mobilenetv3,gradcam++,7026-221.jpg,0.5702353119850159,0.9258208274841309
mobilenetv3,gradcam++,7026-57.jpg,0.5329511165618896,0.8778935670852661
mobilenetv3,gradcam++,7026-86.jpg,0.3939675986766815,0.9278463125228882
mobilenetv3,gradcam++,7027-147.jpg,0.7373648881912231,0.7160221338272095
mobilenetv3,eigencam,7001-2.jpg,0.5381302833557129,0.930326521396637
mobilenetv3,eigencam,7001-26.jpg,0.16273973882198334,0.9193738698959351
mobilenetv3,eigencam,7002-33.jpg,0.26118266582489014,0.9538835287094116
mobilenetv3,eigencam,7002-48.jpg,0.41941407322883606,0.9370435476303101
mobilenetv3,eigencam,7004-143.jpg,0.5901225805282593,0.9681590795516968
mobilenetv3,eigencam,7004-197.jpg,0.5297526717185974,0.8566741943359375
mobilenetv3,eigencam,7004-92.jpg,0.348513662815094,0.8519557118415833
mobilenetv3,eigencam,7005-119.jpg,0.35343292355537415,0.956273078918457
mobilenetv3,eigencam,7005-78.jpg,0.5100890398025513,0.9599838256835938
mobilenetv3,eigencam,7006-134.jpg,0.37105706334114075,0.9705137610435486
